route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible
39-1048,_16PR2-H01M916S-Semaine-01,32777936-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4448034,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777937-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4447548,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777938-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447827,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777939-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447898,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777940-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447948,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777941-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447725,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777942-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447455,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777943-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4448023,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777944-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4448042,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777945-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4447965,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777946-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4447981,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777947-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4447806,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777948-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4447924,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777949-_16PR2-H01M916S-Semaine-01,"PLATEAU/OTTAWA via PORTAGE",1,4447905,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777950-_16PR2-H01M916S-Semaine-01,"PLATEAU/OTTAWA via PORTAGE",1,4447790,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777951-_16PR2-H01M916S-Semaine-01,"PLATEAU/OTTAWA via PORTAGE",1,4448027,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777952-_16PR2-H01M916S-Semaine-01,"PLATEAU/OTTAWA via PORTAGE",1,4447925,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777953-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447794,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777954-_16PR2-H01M916S-Semaine-01,"FREEMAN via PLATEAU",0,4447784,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777955-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447955,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777956-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447884,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777957-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447979,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777958-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447966,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777959-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447547,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32777960-_16PR2-H01M916S-Semaine-01,"PLATEAU/OTTAWA via PORTAGE",1,4447527,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32777961-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447648,390453,0
433-1048,_16PR2-H01M916S-Semaine-01,32777962-_16PR2-H01M916S-Semaine-01,"Station La Cité via Freeman",0,4447830,4330086,0
50-1048,_16PR2-H01M916S-Semaine-01,32777965-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Pink",0,4447701,500132,0
221-1048,_16PR2-H01M916S-Semaine-01,32777966-_16PR2-H01M916S-Semaine-01,"Casino du Lac-Leamy",0,4447561,2210116,0
221-1048,_16PR2-H01M916S-Semaine-01,32777967-_16PR2-H01M916S-Semaine-01,"Casino du Lac-Leamy",0,4447991,2210116,0
221-1048,_16PR2-H01M916S-Semaine-01,32777968-_16PR2-H01M916S-Semaine-01,"Ottawa / Musée canadien de l'histoire",1,4447914,2210104,0
221-1048,_16PR2-H01M916S-Semaine-01,32777969-_16PR2-H01M916S-Semaine-01,"Ottawa / Musée canadien de l'histoire",1,4447999,2210104,0
31-1048,_16PR2-H01M916S-Semaine-01,32777970-_16PR2-H01M916S-Semaine-01,"Ottawa via Alexandra",1,4447597,310177,0
31-1048,_16PR2-H01M916S-Semaine-01,32777971-_16PR2-H01M916S-Semaine-01,"Ottawa via Alexandra",1,4447464,310177,0
31-1048,_16PR2-H01M916S-Semaine-01,32777972-_16PR2-H01M916S-Semaine-01,"Ottawa via Alexandra",1,4447557,310177,0
31-1048,_16PR2-H01M916S-Semaine-01,32777973-_16PR2-H01M916S-Semaine-01,"Ottawa via Alexandra",1,4447892,310177,0
31-1048,_16PR2-H01M916S-Semaine-01,32777974-_16PR2-H01M916S-Semaine-01,"Ottawa via Alexandra",1,4447932,310177,0
31-1048,_16PR2-H01M916S-Semaine-01,32777975-_16PR2-H01M916S-Semaine-01,"Cgp GRoy via Riel",0,4447659,310194,0
31-1048,_16PR2-H01M916S-Semaine-01,32777976-_16PR2-H01M916S-Semaine-01,"Cgp GRoy via Riel",0,4447575,310194,0
31-1048,_16PR2-H01M916S-Semaine-01,32777977-_16PR2-H01M916S-Semaine-01,"Cgp GRoy via Riel",0,4447464,310194,0
31-1048,_16PR2-H01M916S-Semaine-01,32777978-_16PR2-H01M916S-Semaine-01,"Cgp GRoy via Riel",0,4447557,310194,0
31-1048,_16PR2-H01M916S-Semaine-01,32777979-_16PR2-H01M916S-Semaine-01,"Cgp GRoy via Riel",0,4447599,310194,0
33-1048,_16PR2-H01M916S-Semaine-01,32777980-_16PR2-H01M916S-Semaine-01,"Ottawa via Cgp GRoy",1,4447646,330418,0
33-1048,_16PR2-H01M916S-Semaine-01,32777981-_16PR2-H01M916S-Semaine-01,"Ottawa via Cgp GRoy",1,4447908,330418,0
33-1048,_16PR2-H01M916S-Semaine-01,32777982-_16PR2-H01M916S-Semaine-01,"Station Cité via GRoy",0,4447543,330451,0
33-1048,_16PR2-H01M916S-Semaine-01,32777983-_16PR2-H01M916S-Semaine-01,"Station Cité via GRoy",0,4447460,330451,0
33-1048,_16PR2-H01M916S-Semaine-01,32777984-_16PR2-H01M916S-Semaine-01,"Station Cité via GRoy",0,4447875,330451,0
35-1048,_16PR2-H01M916S-Semaine-01,32777985-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447646,350154,0
35-1048,_16PR2-H01M916S-Semaine-01,32777986-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447953,350154,0
35-1048,_16PR2-H01M916S-Semaine-01,32777987-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Lac-des-Fées",0,4447961,350162,0
35-1048,_16PR2-H01M916S-Semaine-01,32777988-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Lac-des-Fées",0,4447908,350162,0
35-1048,_16PR2-H01M916S-Semaine-01,32777989-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Lac-des-Fées",0,4447970,350162,0
35-1048,_16PR2-H01M916S-Semaine-01,32777990-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Lac-des-Fées",0,4447953,350162,0
49-1048,_16PR2-H01M916S-Semaine-01,32777991-_16PR2-H01M916S-Semaine-01,"Gamelin/Émond",0,4447733,490268,0
49-1048,_16PR2-H01M916S-Semaine-01,32777992-_16PR2-H01M916S-Semaine-01,"Rivermead via Plateau",1,4448037,490274,0
221-1048,_16PR2-H01M916S-Semaine-01,32777993-_16PR2-H01M916S-Semaine-01,"Freeman via Casino du Lac-Leamy",0,4447716,2210116,0
221-1048,_16PR2-H01M916S-Semaine-01,32777994-_16PR2-H01M916S-Semaine-01,"Ottawa / Musée canadien de l'histoire",1,4447561,2210104,0
237-1048,_16PR2-H01M916S-Semaine-01,32777995-_16PR2-H01M916S-Semaine-01,"OTTAWA via CARTIER-MACDONALD",1,4448030,2370153,0
237-1048,_16PR2-H01M916S-Semaine-01,32777996-_16PR2-H01M916S-Semaine-01,"OTTAWA via CARTIER-MACDONALD",1,4447619,2370153,0
236-1048,_16PR2-H01M916S-Semaine-01,32777997-_16PR2-H01M916S-Semaine-01,"Ottawa via Hôp. Hull",1,4447575,2360030,0
237-1048,_16PR2-H01M916S-Semaine-01,32777998-_16PR2-H01M916S-Semaine-01,"OTTAWA via CARTIER-MACDONALD",1,4448045,2370153,0
238-1048,_16PR2-H01M916S-Semaine-01,32777999-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447540,2380089,0
238-1048,_16PR2-H01M916S-Semaine-01,32778000-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447999,2380089,0
238-1048,_16PR2-H01M916S-Semaine-01,32778001-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447540,2380089,0
238-1048,_16PR2-H01M916S-Semaine-01,32778002-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447561,2380089,0
238-1048,_16PR2-H01M916S-Semaine-01,32778003-_16PR2-H01M916S-Semaine-01,"Ottawa via Cartier-MacDonald",1,4447902,2380089,0
237-1048,_16PR2-H01M916S-Semaine-01,32778004-_16PR2-H01M916S-Semaine-01,"CÉGEP GABRIELLE-ROY via ST-JOSEPH",0,4447958,2370146,0
237-1048,_16PR2-H01M916S-Semaine-01,32778005-_16PR2-H01M916S-Semaine-01,"CÉGEP GABRIELLE-ROY via ST-JOSEPH",0,4447550,2370146,0
236-1048,_16PR2-H01M916S-Semaine-01,32778006-_16PR2-H01M916S-Semaine-01,"CEGEP GABRIELLE-ROY via HÔPITAL DE HULL",0,4447958,2360035,0
238-1048,_16PR2-H01M916S-Semaine-01,32778007-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447595,2380106,0
238-1048,_16PR2-H01M916S-Semaine-01,32778008-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447612,2380106,0
238-1048,_16PR2-H01M916S-Semaine-01,32778009-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447556,2380106,0
238-1048,_16PR2-H01M916S-Semaine-01,32778010-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447942,2380106,0
238-1048,_16PR2-H01M916S-Semaine-01,32778011-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447561,2380106,0
238-1048,_16PR2-H01M916S-Semaine-01,32778012-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447556,2380106,0
238-1048,_16PR2-H01M916S-Semaine-01,32778013-_16PR2-H01M916S-Semaine-01,"Freeman via St-Joseph",0,4447902,2380106,0
49-1048,_16PR2-H01M916S-Semaine-01,32778014-_16PR2-H01M916S-Semaine-01,"Gamelin/Émond",0,4447640,490268,0
59-1048,_16PR2-H01M916S-Semaine-01,32778015-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447692,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778016-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447701,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778017-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447545,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778018-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4448044,590433,0
59-1048,_16PR2-H01M916S-Semaine-01,32778019-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4447935,590433,0
59-1048,_16PR2-H01M916S-Semaine-01,32778020-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4447879,590433,0
59-1048,_16PR2-H01M916S-Semaine-01,32778021-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447714,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778022-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447547,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778023-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447583,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778024-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447543,590439,0
59-1048,_16PR2-H01M916S-Semaine-01,32778025-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4447544,590433,0
59-1048,_16PR2-H01M916S-Semaine-01,32778026-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4447854,590433,0
49-1048,_16PR2-H01M916S-Semaine-01,32778027-_16PR2-H01M916S-Semaine-01,"Rivermead via Plateau",1,4447744,490274,0
49-1048,_16PR2-H01M916S-Semaine-01,32778028-_16PR2-H01M916S-Semaine-01,"Rivermead via Plateau",1,4447568,490274,0
49-1048,_16PR2-H01M916S-Semaine-01,32778029-_16PR2-H01M916S-Semaine-01,"Rivermead via Plateau",1,4447475,490274,0
49-1048,_16PR2-H01M916S-Semaine-01,32778030-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Plateau",0,4447568,490268,0
49-1048,_16PR2-H01M916S-Semaine-01,32778031-_16PR2-H01M916S-Semaine-01,"Cegep Gabrielle-Roy via Plateau",0,4447967,490268,0
59-1048,_16PR2-H01M916S-Semaine-01,32778032-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4447568,590433,0
51-1048,_16PR2-H01M916S-Semaine-01,32778033-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447692,510121,0
51-1048,_16PR2-H01M916S-Semaine-01,32778034-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447733,510121,0
51-1048,_16PR2-H01M916S-Semaine-01,32778035-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4448033,510121,0
51-1048,_16PR2-H01M916S-Semaine-01,32778036-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447538,510121,0
51-1048,_16PR2-H01M916S-Semaine-01,32778037-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447935,510121,0
51-1048,_16PR2-H01M916S-Semaine-01,32778038-_16PR2-H01M916S-Semaine-01,"P-O-B ALLUM. via DES CÈDRES",0,4447544,510134,0
51-1048,_16PR2-H01M916S-Semaine-01,32778039-_16PR2-H01M916S-Semaine-01,"P-O-B ALLUM. via DES CÈDRES",0,4447545,510134,0
51-1048,_16PR2-H01M916S-Semaine-01,32778040-_16PR2-H01M916S-Semaine-01,"P-O-B ALLUM. via DES CÈDRES",0,4447963,510134,0
52-1048,_16PR2-H01M916S-Semaine-01,32778041-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447545,520106,0
52-1048,_16PR2-H01M916S-Semaine-01,32778042-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447967,520106,0
52-1048,_16PR2-H01M916S-Semaine-01,32778043-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447903,520106,0
52-1048,_16PR2-H01M916S-Semaine-01,32778044-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447963,520106,0
52-1048,_16PR2-H01M916S-Semaine-01,32778045-_16PR2-H01M916S-Semaine-01,"P-O-B ALLUM. via BROAD/EARDLEY",0,4447733,520118,0
52-1048,_16PR2-H01M916S-Semaine-01,32778046-_16PR2-H01M916S-Semaine-01,"P-O-B ALLUM. via BROAD/EARDLEY",0,4447538,520118,0
53-1048,_16PR2-H01M916S-Semaine-01,32778047-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447965,530073,0
53-1048,_16PR2-H01M916S-Semaine-01,32778048-_16PR2-H01M916S-Semaine-01,"P-O-B Allum. Via Lucerne",0,4447547,530083,0
53-1048,_16PR2-H01M916S-Semaine-01,32778049-_16PR2-H01M916S-Semaine-01,"P-O-B Allum. Via Lucerne",0,4447965,530083,0
39-1048,_16PR2-H01M916S-Semaine-01,32778050-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447868,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32778051-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447902,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32778052-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447980,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32778053-_16PR2-H01M916S-Semaine-01,"Plateau/Ottawa via Portage",1,4447541,390503,0
39-1048,_16PR2-H01M916S-Semaine-01,32778054-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447955,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32778055-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447625,390496,0
39-1048,_16PR2-H01M916S-Semaine-01,32778056-_16PR2-H01M916S-Semaine-01,"Freeman via Plateau",0,4447541,390496,0
49-1048,_16PR2-H01M916S-Semaine-01,32778057-_16PR2-H01M916S-Semaine-01,"Rivermead via Plateau",1,4447701,490274,0
53-1048,_16PR2-H01M916S-Semaine-01,32778058-_16PR2-H01M916S-Semaine-01,"Rivermead",1,4447545,530073,0
40-1048,_16PR2-H01M916S-Semaine-01,32778061-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447534,400224,0
40-1048,_16PR2-H01M916S-Semaine-01,32778062-_16PR2-H01M916S-Semaine-01,"JARDINS LAVIGNE",0,4447839,400220,0
37-1048,_16PR2-H01M916S-Semaine-01,32778063-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447544,370322,0
225-1048,_16PR2-H01M916S-Semaine-01,32778064-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447811,2250113,0
29-1048,_16PR2-H01M916S-Semaine-01,32778065-_16PR2-H01M916S-Semaine-01,"OTTAWA via PORTAGE",1,4447600,290229,0
59-1048,_16PR2-H01M916S-Semaine-01,32778066-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD",0,4447913,590435,0
467-1048,_16PR2-H01M916S-Semaine-01,32778068-_16PR2-H01M916S-Semaine-01,"Place d'accueil",1,4447518,4670158,0
467-1048,_16PR2-H01M916S-Semaine-01,32778069-_16PR2-H01M916S-Semaine-01,"Place d'accueil",1,4447531,4670158,0
467-1048,_16PR2-H01M916S-Semaine-01,32778070-_16PR2-H01M916S-Semaine-01,"Place d'accueil",1,4447481,4670158,0
257-1048,_16PR2-H01M916S-Semaine-01,32778071-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447752,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778072-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447714,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778073-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447583,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778074-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447625,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778075-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447973,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778076-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447939,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778077-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447543,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778078-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447976,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778079-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447895,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778080-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447889,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778081-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447505,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778082-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447946,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778083-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447947,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778084-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447859,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778085-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4448002,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778086-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447971,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778087-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447944,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778088-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447906,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778089-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447835,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778090-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447688,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778091-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447563,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778092-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447681,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778093-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447795,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778094-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447587,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778095-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447926,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778096-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4447864,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778097-_16PR2-H01M916S-Semaine-01,"P-O-B RIVERMEAD via TERRASSES CHAUDIÈRE",1,4448019,2570119,0
257-1048,_16PR2-H01M916S-Semaine-01,32778098-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447570,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778099-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447798,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778100-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447680,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778101-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447601,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778102-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447694,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778103-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447808,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778104-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4448000,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778105-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447940,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778106-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447544,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778107-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447854,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778108-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447568,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778109-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447937,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778110-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447943,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778111-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447890,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778112-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447998,2570120,0
257-1048,_16PR2-H01M916S-Semaine-01,32778113-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4448037,2570120,0
467-1048,_16PR2-H01M916S-Semaine-01,32778114-_16PR2-H01M916S-Semaine-01,"Station La Cité via Place d'accueil",0,4447922,4670165,0
257-1048,_16PR2-H01M916S-Semaine-01,32778115-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447642,2570120,0
467-1048,_16PR2-H01M916S-Semaine-01,32778116-_16PR2-H01M916S-Semaine-01,"Station La Cité via Place d'accueil",0,4447910,4670165,0
257-1048,_16PR2-H01M916S-Semaine-01,32778117-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447897,2570120,0
467-1048,_16PR2-H01M916S-Semaine-01,32778118-_16PR2-H01M916S-Semaine-01,"Station La Cité via Place d'accueil",0,4448040,4670165,0
257-1048,_16PR2-H01M916S-Semaine-01,32778119-_16PR2-H01M916S-Semaine-01,"STATION LA CITÉ via TERRASSES CHAUDIÈRE",0,4447693,2570120,0
